,Unnamed: 0,Unnamed: 0.1,Ubicación,Area,Baños,Habitaciones,Precio
1534,1534,1534,"Casa en Venta Toluca De Lerdo, México",280.0,3.0,4.0,129272.05
1535,1535,1535,"Casa en Venta Toluca De Lerdo, México",110.0,2.0,3.0,65848.8
1536,1536,1536,"Casa en Venta Gral. Jose Vicente Villada
, Santa Ana Tlapaltitlán, Toluca De Lerdo",191.0,1.0,3.0,136800.0
1537,1537,1537,"Casa en Venta Francisco Gonzalez Boca Negra Null
, Centro, Toluca De Lerdo",,4.0,6.0,125000.0
1538,1538,1538,"Casa en Venta Paseo Colón #108
, Toluca De Lerdo, México",650.0,5.0,6.0,1800000.0
1539,1539,1539,"Casa en Venta Guillermo Marconi
, Toluca De Lerdo, México",120.0,2.0,3.0,50339.65
1540,1540,1540,"Casa en Venta Toluca De Lerdo, México",120.0,2.0,2.0,28950.0
1541,1541,1541,"Casa en Venta Jose María Arteaga #112
, Toluca De Lerdo, México",294.0,3.0,3.0,100000.0
1542,1542,1542,"Casa en Venta Bernardo G De Lara
, Toluca De Lerdo, México",180.0,6.0,7.0,167500.0
1543,1543,1543,"Casa en Venta Toluca De Lerdo, México",280.0,3.0,4.0,120000.0
1544,1544,1544,"Casa en Venta Carretera Federal Toluca-naucalpan Villa Toscana #1702, 00
, Toluca De Lerdo, México",127.0,3.0,3.0,89600.0
1545,1545,1545,"Casa en Venta Calle Gomez Farias
, San Bernardino, Toluca De Lerdo",230.0,2.0,3.0,109484.9
1546,1546,1546,"Casa en Venta Arbol De Las Manitas #0
, Toluca De Lerdo, México",300.0,3.0,4.0,19520.0
1547,1547,1547,"Casa en Venta Ricardo Flores Magón
, Toluca De Lerdo, México",181.0,3.0,3.0,139370.0
1548,1548,1548,"Casa en Venta Independencia #223, 3
, Toluca De Lerdo, México",100.0,1.0,2.0,47500.0
1549,1549,1549,"Casa en Venta Toluca De Lerdo, México",133.0,2.0,3.0,68078.05
1550,1550,1550,"Casa en Venta Toluca De Lerdo, México",136.0,1.0,2.0,47270.0
1551,1551,1551,"Casa en Venta Toluca De Lerdo, México",250.0,3.0,5.0,85000.0
1552,1552,1552,"Casa en Venta Progreso #307, 0
, Toluca De Lerdo, México",90.0,2.0,3.0,53058.6
1553,1553,1553,"Casa en Venta Morelos #419, 108
, Toluca De Lerdo, México",80.0,1.0,3.0,35950.0
1554,1554,1554,"Casa en Venta Toluca De Lerdo, México",282.0,,,480250.0
1555,1555,1555,"Casa en Venta Privada Ajedrez 00
, Toluca De Lerdo, México",,2.0,3.0,127500.0
1556,1556,1556,"Casa en Venta Boulevard Filiberto Navas #100-b
, Toluca De Lerdo, México",158.0,2.0,3.0,60500.0
1557,1557,1557,"Casa en Venta Rio Lerma 70
, Toluca De Lerdo, México",,1.0,3.0,57500.0
1558,1558,1558,"Casa en Venta Cacalomacan, Toluca De Lerdo",69.0,1.0,2.0,70000.0
1559,1559,1559,"Casa en Venta Toluca De Lerdo, México",41.0,1.0,2.0,42500.0
1560,1560,1560,"Casa en Venta Rancho La Mancilla 110
, Toluca De Lerdo, México",,4.0,5.0,425000.0
1561,1561,1561,"Casa en Venta Manzana Xxi #lt 40, Casa A
, Toluca, Toluca De Lerdo",80.0,1.0,3.0,25375.0
1562,1562,1562,"Casa en Venta Toluca De Lerdo, México",148.0,2.0,3.0,80000.0
1563,1563,1563,"Casa en Venta Toluca De Lerdo, México",2317.0,,,1200000.0
1564,1564,1564,"Casa en Venta Toluca De Lerdo, México",507.0,,,325000.0
1565,1565,1565,"Casa en Venta Toluca De Lerdo, México",294.0,3.0,3.0,108000.0
1566,1566,1566,"Casa en Venta Filiberto Navas #100
, Toluca De Lerdo, México",110.0,2.0,2.0,57500.0
1567,1567,1567,"Casa en Venta Hacienda Zumpango #s/n
, Toluca De Lerdo, México",92.0,2.0,3.0,55000.0
1568,1568,1568,"Casa en Venta Bonita Casa En Venta Paseos De Toluca Sta Maria Totoltepec 1,680,000 Acepto Infonavit
, Santa María Totoltepec, Toluca De Lerdo",,2.0,3.0,84000.0
1569,1569,1569,"Casa en Venta Tomas Alva Dison #228, Casa B
, Toluca De Lerdo, México",239.0,2.0,3.0,105000.0
1570,1570,1570,"Casa en Venta Terreno En Venta Centro Toluca
, Toluca De Lerdo, México",700.0,3.0,,1333570.0
1571,1571,1571,"Casa en Venta Av. Santa Elena Al 100
, Toluca De Lerdo, México",50.0,1.0,2.0,28450.0
1572,1572,1572,"Casa en Venta Jose Vicente Villada #101
, Toluca De Lerdo, México",245.0,3.0,4.0,154750.0
1573,1573,1573,"Casa en Venta Azaleas #0
, Toluca De Lerdo, México",120.0,2.0,3.0,38750.0
1574,1574,1574,"Casa en Venta Toluca De Lerdo, México",400.0,4.0,6.0,345000.0
1575,1575,1575,"Casa en Venta Real Santa Clara #sn
, Toluca De Lerdo, México",90.0,2.0,3.0,54850.0
1576,1576,1576,"Casa en Venta Carretera Toluca-naucalpan #1702
, Toluca De Lerdo, México",218.0,4.0,3.0,68000.0
1577,1577,1577,"Casa en Venta Toluca De Lerdo, México",255.0,2.0,7.0,172500.0
1578,1578,1578,"Casa en Venta Avenida Jinetes #0
, Toluca De Lerdo, México",290.0,5.0,3.0,162500.0
1579,1579,1579,"Casa en Venta Antiguo Camino A San Lorenzo #200
, Toluca De Lerdo, México",180.0,2.0,3.0,48341.05
1580,1580,1580,"Casa en Venta Felipe Berriozabal #00
, Toluca De Lerdo, México",850.0,4.0,5.0,159900.0
1581,1581,1581,"Casa en Venta Josué Mirlo
, Toluca De Lerdo, México",310.0,1.0,3.0,126132.8
1582,1582,1582,"Casa en Venta Alberto Einstein #202, 10
, Toluca De Lerdo, México",200.0,3.0,3.0,75000.0
1583,1583,1583,"Casa en Venta Hacienda Del Valle
, Toluca De Lerdo, México",120.0,2.0,3.0,71450.0
1584,1584,1584,"Casa en Venta Av Independencia #143
, Toluca De Lerdo, México",160.0,2.0,2.0,19100.0
1585,1585,1585,"Casa en Venta Azaleas #0
, Toluca De Lerdo, México",100.0,1.0,3.0,27987.65
1586,1586,1586,"Casa en Venta Toluca De Lerdo, México",,4.0,3.0,590000.0
1587,1587,1587,"Casa en Venta Adolfo Lopez Mateos #146, 0000
, Toluca De Lerdo, México",140.0,2.0,3.0,59933.2
1588,1588,1588,"Casa en Venta Toluca De Lerdo, México",850.0,3.0,5.0,159900.0
1589,1589,1589,"Casa en Venta Juan Silveti #102
, Toluca De Lerdo, México",62.0,1.0,2.0,37620.0
1590,1590,1590,"Casa en Venta Fuente De Giovani #107
, Toluca De Lerdo, México",56.0,1.0,2.0,35637.5
1591,1591,1591,"Casa en Venta Camino Al Panteón #205
, Toluca De Lerdo, México",250.0,4.0,3.0,212500.0
1592,1592,1592,"Casa en Venta Pensador Mexicano 302pte
, Toluca De Lerdo, México",121.0,1.0,2.0,89550.0
1593,1593,1593,"Casa en Venta La Magdalena, Toluca De Lerdo",402.0,3.0,3.0,530750.0
1594,1594,1594,"Casa en Venta Circuito Hacienda La Laguna #0
, Toluca De Lerdo, México",91.0,1.0,2.0,82150.0
1595,1595,1595,"Casa en Venta Alberto Einstein #202
, Toluca De Lerdo, México",200.0,3.0,3.0,75000.0
1596,1596,1596,"Casa en Venta San Marcos #00
, Toluca De Lerdo, México",121.0,3.0,3.0,24272.0
1597,1597,1597,"Casa en Venta Toluca De Lerdo, México",200.0,5.0,4.0,54000.0
1598,1598,1598,"Casa en Venta Eulalia Peñaloza
, Federal (adolfo López Mateos), Toluca De Lerdo",226.0,3.0,3.0,112648.9
1599,1599,1599,"Casa en Venta Geologos #120
, Toluca De Lerdo, México",120.0,2.0,2.0,44950.0
1600,1600,1600,"Casa en Venta Circuito Hacienda La Laguna #00
, Toluca De Lerdo, México",143.0,2.0,3.0,65550.0
1601,1601,1601,"Casa en Venta Paloma Silvestre #00
, Toluca De Lerdo, México",120.0,2.0,3.0,25937.35
1602,1602,1602,"Casa en Venta Eduardo González Y Pichardo #0
, La Merced  (alameda), Toluca De Lerdo",369.0,2.0,3.0,168459.35
1603,1603,1603,"Casa en Venta Jesus Carranza #449
, Toluca, Toluca De Lerdo",624.0,3.0,4.0,222050.0
1604,1604,1604,"Casa en Venta Toluca De Lerdo, México",100.0,2.0,3.0,105000.0
1605,1605,1605,"Casa en Venta Calle Thomas Alva Edison #228
, Científicos, Toluca De Lerdo",123.0,4.0,4.0,185000.0
1606,1606,1606,"Casa en Venta Toluca De Lerdo, México",340.0,3.0,4.0,73608.3
1607,1607,1607,"Casa en Venta Eduardo Gonzalez Y Pichardo #0
, Toluca De Lerdo, México",410.0,2.0,3.0,168459.4
1608,1608,1608,"Casa en Venta Carretera Toluca Naucalpan #00
, Toluca De Lerdo, México",200.0,3.0,3.0,73500.0
1609,1609,1609,"Casa en Venta Galileo #201
, Toluca De Lerdo, México",295.0,3.0,4.0,45300.0
1610,1610,1610,"Casa en Venta C. De La Independencia #129
, Toluca De Lerdo, México",150.0,3.0,3.0,73500.0
1611,1611,1611,"Casa en Venta Andres Molina Lt 22 Mz4
, San Mateo Otzacatipan, Toluca De Lerdo",,1.0,2.0,38000.0
1612,1612,1612,"Casa en Venta Blvd. Isidro Fabela #1505
, Toluca De Lerdo, México",210.0,2.0,3.0,85850.0
1613,1613,1613,"Casa en Venta Toluca #606
, Toluca De Lerdo, México",110.0,2.0,2.0,28474.0
1614,1614,1614,"Casa en Venta Prol Paseo Totoltepec #302
, Toluca De Lerdo, México",102.0,2.0,3.0,86077.5
1615,1615,1615,"Casa en Venta Plan De San Luis #0, 1
, Toluca De Lerdo, México",439.0,4.0,7.0,147500.0
1616,1616,1616,"Casa en Venta Calle Jose Ma. Arteaga
, Toluca De Lerdo, México",529.0,1.0,3.0,167446.45
1617,1617,1617,"Casa en Venta Felipe Berriozabal
, Toluca De Lerdo, México",342.0,2.0,4.0,141900.0
1618,1618,1618,"Casa en Venta La Barranca #00
, Tlacopa, Toluca De Lerdo",84.0,1.0,2.0,25826.75
1619,1619,1619,"Casa en Venta Jose Maria Jauregui #00
, Toluca De Lerdo, México",140.0,2.0,2.0,26851.6
1620,1620,1620,"Casa en Venta Toluca De Lerdo, México",,,,32000.0
1621,1621,1621,"Casa en Venta Toluca De Lerdo, México",200.0,2.0,3.0,158423.35
1622,1622,1622,"Casa en Venta Oficinas En Venta Av Las Torres A 2 Min De Tren Mexico Toluca
, Toluca De Lerdo",,,,70000.0
1623,1623,1623,"Casa en Venta Avenida Independencia #00
, Toluca De Lerdo, México",60.0,2.0,2.0,18850.0
1624,1624,1624,"Casa en Venta Gladiolas #329
, Toluca De Lerdo, México",106.0,2.0,3.0,31966.25
1625,1625,1625,"Casa en Venta Toluca De Lerdo, México",30.0,1.0,1.0,21000.0
1626,1626,1626,"Casa en Venta Toluca De Lerdo, México",10.0,2.0,3.0,73600.0
1627,1627,1627,"Casa en Venta Fraccionamiento Hacienda Del Valle Ii
, Toluca De Lerdo, México",94.0,1.0,2.0,43970.0
1628,1628,1628,"Casa en Venta Adolfo Lopez Mateos #146, 0
, Toluca De Lerdo, México",318.0,3.0,3.0,67939.0
1629,1629,1629,"Casa en Venta San Mateo
, Toluca De Lerdo, México",150.0,1.0,2.0,55937.5
1630,1630,1630,"Casa en Venta Calle Juan Silveti
, Toluca De Lerdo, México",62.0,1.0,2.0,34240.0
1631,1631,1631,"Casa en Venta Calle Alberto Balderas
, Toluca De Lerdo, México",62.0,1.0,2.0,34240.0
1632,1632,1632,"Casa en Venta Ricardo Flores Magon Al 200
, Toluca De Lerdo, México",139.0,1.0,2.0,62920.0
1633,1633,1633,"Casa en Venta Fraccionamiento Los Sauces V
, Toluca De Lerdo, México",67.0,1.0,2.0,34780.0
1634,1634,1634,"Casa en Venta Conjunto Geovillas Los Cedros
, Toluca De Lerdo, México",56.0,1.0,2.0,34360.0
1635,1635,1635,"Casa en Venta San Lorenzo Tepaltitlan Al 200
, Toluca De Lerdo, México",112.0,1.0,2.0,58586.25
1636,1636,1636,"Casa en Venta Av. Ahuehuetes
, Toluca De Lerdo, México",54.0,1.0,2.0,47830.0
1637,1637,1637,"Casa en Venta Miguel Hidalgo #0000
, Toluca De Lerdo, México",153.0,3.0,3.0,33159.2
1638,1638,1638,"Casa en Venta Valle De Cuitzeo #0000
, Toluca De Lerdo, México",126.0,3.0,3.0,23109.35
1639,1639,1639,"Casa en Venta Toluca De Lerdo, México",240.0,2.0,4.0,73608.3
1640,1640,1640,"Casa en Venta Toluca De Lerdo, México",157.0,,,117500.0
1641,1641,1641,"Casa en Venta Doctor Juan Rodriguez #410
, Toluca, Toluca De Lerdo",550.0,4.0,5.0,57833.4
1642,1642,1642,"Casa en Venta Toluca De Lerdo, México",216.0,3.0,3.0,55662.0
1643,1643,1643,"Casa en Venta Paloma Silvestre #0
, Toluca De Lerdo, México",200.0,2.0,3.0,23815.3
1644,1644,1644,"Casa en Venta Paloma Tortola #0
, Toluca De Lerdo, México",200.0,2.0,3.0,23800.35
1645,1645,1645,"Casa en Venta Guillermo Marconi #00
, Toluca De Lerdo, México",120.0,2.0,2.0,34963.6
1646,1646,1646,"Casa en Venta Tanganica #00
, Toluca De Lerdo, México",100.0,2.0,3.0,93050.0
1647,1647,1647,"Casa en Venta José María Arteaga #405
, Toluca De Lerdo, México",504.0,2.0,3.0,282500.0
1648,1648,1648,"Casa en Venta Cerrada Lago Atitlán #508
, Toluca De Lerdo, México",180.0,3.0,4.0,125000.0
1649,1649,1649,"Casa en Venta Cerrada Lago Atitlán #508
, Toluca De Lerdo, México",180.0,3.0,4.0,125000.0
1650,1650,1650,"Casa en Venta Lic Jose Antonio Muñoz Samayoa #38
, Toluca De Lerdo, México",648.0,2.0,3.0,96845.0
1651,1651,1651,"Casa en Venta Jose Maria Arteaga #112
, Toluca De Lerdo, México",295.0,2.0,3.0,73300.0
1652,1652,1652,"Casa en Venta Av Independencia #143
, Toluca De Lerdo, México",100.0,2.0,3.0,18850.0
1653,1653,1653,"Casa en Venta Casa Habitacion #223
, Toluca De Lerdo, México",100.0,1.0,2.0,40000.0
1654,1654,1654,"Casa en Venta Toluca De Lerdo, México",122.0,2.0,3.0,67329.1
1655,1655,1655,"Casa en Venta Convento De San Antonio Padua #28
, Toluca De Lerdo, México",101.0,3.0,3.0,87500.0
1656,1656,1656,"Casa en Venta Av Independencia #0
, Toluca De Lerdo, México",120.0,2.0,3.0,21100.0
1657,1657,1657,"Casa en Venta Prol. Progreso #305
, Toluca De Lerdo, México",190.0,2.0,3.0,30370.4
1658,1658,1658,"Casa en Venta Av Independencia #0
, Toluca De Lerdo, México",160.0,2.0,3.0,21150.0
1659,1659,1659,"Casa en Venta Exhacienda De Mayorazgo #o
, Toluca De Lerdo, México",200.0,2.0,3.0,23749.55
1660,1660,1660,"Casa en Venta Juan Aldama Sur #708
, Toluca De Lerdo, México",520.0,4.0,5.0,58237.45
1661,1661,1661,"Casa en Venta Cacalomacan, Toluca De Lerdo",150.0,2.0,4.0,117500.0
1662,1662,1662,"Casa en Venta Calle Independencia Con Pedro Ascencio
, Toluca De Lerdo, México",480.0,2.0,3.0,161590.0
1663,1663,1663,"Casa en Venta Isabela Catolica #00
, Toluca De Lerdo, México",150.0,2.0,3.0,54800.0
1664,1664,1664,"Casa en Venta Circuito Hacienda La Laguna #00
, Toluca De Lerdo, México",94.0,2.0,4.0,82150.0
1665,1665,1665,"Casa en Venta Eulalia Peñaloza
, Federal (adolfo López Mateos), Toluca De Lerdo",225.0,3.0,3.0,80463.5
1666,1666,1666,"Casa en Venta Juan Aldama Sur #708
, Toluca De Lerdo, México",520.0,4.0,5.0,58237.45
1667,1667,1667,"Casa en Venta Doctor Juan Rodríguez #410
, Toluca, Toluca De Lerdo",800.0,5.0,5.0,57833.4
1668,1668,1668,"Casa en Venta Paseo Cristobal Colon Al 500
, Toluca De Lerdo, México",216.0,1.0,3.0,115550.0
1669,1669,1669,"Casa en Venta Guillermo Marconi Al 500
, Toluca De Lerdo, México",120.0,1.0,3.0,52599.75
1670,1670,1670,"Casa en Venta Lago Tanganica
, Toluca De Lerdo, México",190.0,1.0,3.0,77275.0
1671,1671,1671,"Casa en Venta Profra. Eulalia Peñaloza
, Toluca De Lerdo, México",225.0,1.0,3.0,96963.5
1672,1672,1672,"Casa en Venta Dora #0
, Toluca De Lerdo, México",200.0,3.0,4.0,73608.3
1673,1673,1673,"Casa en Venta Toluca De Lerdo, México",180.0,1.0,3.0,50091.7
1674,1674,1674,"Casa en Venta Privada De Fresno 109
, Tlacopa, Toluca De Lerdo",,2.0,3.0,175000.0
1675,1675,1675,"Casa en Venta Toluca De Lerdo, México",120.0,3.0,3.0,38213.5
1676,1676,1676,"Casa en Venta Toluca De Lerdo, México",97.0,2.0,3.0,82900.0
1677,1677,1677,"Casa en Venta Plan De San Luis #0, 1
, Toluca De Lerdo, México",435.0,4.0,6.0,147500.0
1678,1678,1678,"Casa en Venta Luis Gonzaga Urbina 316
, Salvador Sánchez Colín, Toluca De Lerdo",,3.0,3.0,112500.0
1679,1679,1679,"Casa en Venta Antonio Albarran, Fraccionamiento Paseos Del Valle
, Toluca De Lerdo, México",,,,29750.0
1680,1680,1680,"Casa en Venta Dora #000
, Toluca De Lerdo, México",240.0,4.0,4.0,73608.3
1681,1681,1681,"Casa en Venta Toluca De Lerdo, México",582.0,3.0,7.0,400000.0
1682,1682,1682,"Casa en Venta Toluca De Lerdo, México",300.0,2.0,3.0,69649.95
1683,1683,1683,"Casa en Venta Doctor Juan Rodríguez #410
, Toluca De Lerdo, México",550.0,4.0,5.0,65333.4
1684,1684,1684,"Casa en Venta Manzana 43 Fraccionamiento Hacienda Del Valle
, Toluca De Lerdo, México",99.0,2.0,3.0,78660.0
1685,1685,1685,"Casa en Venta Manzana 57 Conjunto Bosques De Cantabria
, Toluca De Lerdo, México",94.0,2.0,3.0,74700.0
1686,1686,1686,"Casa en Venta Casa En Venta O Renta Lomas Altas Toluca
, Toluca De Lerdo, México",,,,350000.0
1687,1687,1687,"Casa en Venta Arbol De Las Manitas #0
, Toluca De Lerdo, México",160.0,3.0,4.0,19520.0
1688,1688,1688,"Casa en Venta Toluca De Lerdo, México",111.0,2.0,3.0,65550.0
1689,1689,1689,"Casa en Venta Toluca De Lerdo, México",94.0,2.0,3.0,64150.0
1690,1690,1690,"Casa en Venta Toluca De Lerdo, México",112.0,2.0,3.0,60000.0
1691,1691,1691,"Casa en Venta Toluca De Lerdo, México",130.0,2.0,3.0,94085.0
1692,1692,1692,"Casa en Venta Callejon De La Cruz 4
, Toluca De Lerdo, México",,3.0,5.0,85000.0
1693,1693,1693,"Casa en Venta Toluca De Lerdo, México",342.0,3.0,4.0,141900.0
1694,1694,1694,"Casa en Venta Felipe Berriozabal
, Toluca De Lerdo, México",342.0,2.0,3.0,159400.0
1695,1695,1695,"Casa en Venta Frijol #201
, Toluca De Lerdo, México",196.0,2.0,3.0,113771.75
1696,1696,1696,"Casa en Venta Toluca De Lerdo, México",310.0,2.0,3.0,121828.55
1697,1697,1697,"Casa en Venta Lago Tanganica #00
, Toluca De Lerdo, México",190.0,3.0,3.0,74275.0
1698,1698,1698,"Casa en Venta Lago Tanganica
, Ocho Cedros, Toluca De Lerdo",190.0,1.0,2.0,60775.0
1699,1699,1699,"Casa en Venta Toluca De Lerdo, México",100.0,1.0,3.0,28958.8
1700,1700,1700,"Casa en Venta Puebla #711
, Toluca De Lerdo, México",130.0,3.0,3.0,117700.0
1701,1701,1701,"Casa en Venta Sierra Ventana #206
, Toluca De Lerdo, México",180.0,3.0,3.0,241450.0
1702,1702,1702,"Casa en Venta Toluca De Lerdo, México",120.0,1.0,3.0,57500.0
1703,1703,1703,"Casa en Venta Av Independencia #143
, Toluca De Lerdo, México",100.0,2.0,3.0,18850.0
1704,1704,1704,"Casa en Venta Toluca De Lerdo, México",250.0,1.0,5.0,125000.0
1705,1705,1705,"Casa en Venta Felipe Villanueva #723
, Morelos 1a Sección, Toluca De Lerdo",100.0,2.0,3.0,93450.0
1706,1706,1706,"Casa en Venta Parque Chapa De Mota #40
, Toluca De Lerdo, México",180.0,1.0,3.0,67500.0
1707,1707,1707,"Casa en Venta Jose Fco Guerra #15
, Toluca De Lerdo, México",65.0,2.0,2.0,31412.3
1708,1708,1708,"Casa en Venta Doctor Juan Rodríguez #410
, Toluca, Toluca De Lerdo",550.0,4.0,5.0,57834.4
1709,1709,1709,"Casa en Venta 3a. Cerrada Ex-hda. San Jorge #0
, Toluca De Lerdo, México",185.0,3.0,3.0,39415.9
1710,1710,1710,"Casa en Venta Miguel Hidalgo #511, 0
, San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",122.0,1.0,3.0,73014.0
1711,1711,1711,"Casa en Venta Toluca De Lerdo, México",148.0,2.0,3.0,80000.0
1712,1712,1712,"Casa en Venta Sierra Ventana #206
, Toluca De Lerdo, México",180.0,3.0,3.0,241450.0
1713,1713,1713,"Casa en Venta Fuente De La Vida #1
, Toluca De Lerdo, México",140.0,2.0,3.0,50000.0
1714,1714,1714,"Casa en Venta San Mateo #101
, Toluca De Lerdo, México",155.0,2.0,3.0,74250.0
1715,1715,1715,"Casa en Venta Toluca De Lerdo, México",108.0,2.0,2.0,47500.0
1716,1716,1716,"Casa en Venta Arteaga Ote #1006
, Toluca De Lerdo, México",150.0,3.0,3.0,112500.0
1717,1717,1717,"Casa en Venta Carretera Toluca-naucalpan #1702
, Toluca De Lerdo, México",218.0,4.0,3.0,68000.0
1718,1718,1718,"Casa en Venta La Barranca #0000
, Tlacopa, Toluca De Lerdo",70.0,1.0,2.0,25826.75
1719,1719,1719,"Casa en Venta San Mateo #101
, Toluca De Lerdo, México",90.0,2.0,3.0,55000.0
1720,1720,1720,"Casa en Venta Eulalia Peñaloza #224
, Toluca De Lerdo, México",270.0,2.0,3.0,70000.0
1721,1721,1721,"Casa en Venta Toluca De Lerdo, México",360.0,4.0,4.0,95406.9
1722,1722,1722,"Casa en Venta Prol Paseo Totoltepec #302
, Toluca De Lerdo, México",102.0,2.0,3.0,72431.95
1723,1723,1723,"Casa en Venta Mercurio 12
, Toluca De Lerdo, México",,2.0,3.0,65000.0
1724,1724,1724,"Casa en Venta Calle Tierra Y Libertad #00
, Toluca De Lerdo, México",200.0,3.0,3.0,49553.05
1725,1725,1725,"Casa en Venta Casa En Venta San Mateo Otzacatipa Toluca
, San Mateo Otzacatipan, Toluca De Lerdo",110.0,2.0,3.0,87500.0
1726,1726,1726,"Casa en Venta Casa En Venta San Pedro Totoltepec Toluca
, San Pedro Totoltepec, Toluca De Lerdo",110.0,2.0,3.0,65000.0
1727,1727,1727,"Casa en Venta Toluca De Lerdo, México",230.0,3.0,4.0,100000.0
1728,1728,1728,"Casa en Venta Casa En Venta Barrio De Tlacopa Toluca
, Tlacopa, Toluca De Lerdo",132.0,2.0,3.0,165000.0
1729,1729,1729,"Casa en Venta Toluca De Lerdo, México",120.0,2.0,2.0,44950.0
1730,1730,1730,"Casa en Venta Juan Aldama Sur #708
, Toluca De Lerdo, México",520.0,4.0,5.0,50000.0
1731,1731,1731,"Casa en Venta Prolongación Jesús Carranza #1307
, Toluca De Lerdo, México",240.0,2.0,3.0,149250.0
1732,1732,1732,"Casa en Venta Guerrero #00
, Toluca De Lerdo, México",150.0,3.0,3.0,43737.1
1733,1733,1733,"Casa en Venta Melia Mimosas #0
, Toluca De Lerdo, México",100.0,1.0,3.0,54000.0
1734,1734,1734,"Casa en Venta Lago Tangarica
, Ocho Cedros, Toluca De Lerdo",190.0,2.0,3.0,60775.0
1735,1735,1735,"Casa en Venta Av Hidalgo
, Toluca De Lerdo, México",,,,55000.0
1736,1736,1736,"Casa en Venta San Buenaventura, Toluca De Lerdo",,,,24000.0
1737,1737,1737,"Casa en Venta Benito Juárez Garcia Sur
, Toluca De Lerdo, México",199.0,2.0,3.0,71106.6
1738,1738,1738,"Casa en Venta Avenida Miguel Hidalgo
, Toluca De Lerdo, México",,,,90700.0
1739,1739,1739,"Casa en Venta Excelente Terreno En Venta 1400 M2 Prol. Jinetes Cacalomacan
, Toluca De Lerdo, México",,,,84735.6
1740,1740,1740,"Casa en Venta El Frijol #209, Lote 55
, Toluca De Lerdo, México",210.0,2.0,3.0,130000.0
1741,1741,1741,"Casa en Venta Avenida Hidalgo Poniente #0
, Toluca De Lerdo, México",270.0,2.0,5.0,33557.45
1742,1742,1742,"Casa en Venta Guillermo Marconi #507
, Toluca De Lerdo, México",120.0,2.0,3.0,55099.75
1743,1743,1743,"Casa en Venta San Mateo #101
, Toluca De Lerdo, México",150.0,2.0,3.0,58437.5
1744,1744,1744,"Casa en Venta Lago Tanganica #708
, Toluca De Lerdo, México",190.0,2.0,3.0,79750.0
1745,1745,1745,"Casa en Venta Profra Eulalia Peñaloza #224
, Toluca De Lerdo, México",225.0,2.0,3.0,79750.0
1746,1746,1746,"Casa en Venta Toluca De Lerdo, México",180.0,2.0,3.0,241450.0
1747,1747,1747,"Casa en Venta Toluca De Lerdo, México",150.0,2.0,3.0,85991.35
1748,1748,1748,"Casa en Venta Mariano C. Olivera #246, Lt 34 Mz 16
, Toluca De Lerdo, México",150.0,2.0,3.0,45000.0
1749,1749,1749,"Casa en Venta Toluca De Lerdo, México",100.0,2.0,3.0,184248.65
1750,1750,1750,"Casa en Venta Casa En Venta Fracc Los Pirules Tlalnepantla De Baz
, De Tlanepantla, Toluca De Lerdo",216.0,3.0,3.0,105000.0
1751,1751,1751,"Casa en Venta Pensador Mexicano #302, Int 2 Lote 2
, Toluca De Lerdo, México",120.0,2.0,3.0,87050.0
1752,1752,1752,"Casa en Venta Toluca De Lerdo, México",100.0,2.0,3.0,93450.0
1753,1753,1753,"Casa en Venta Toluca De Lerdo, México",181.0,3.0,3.0,139370.0
1754,1754,1754,"Casa en Venta Carretera Mexico-toluca #1706
, Toluca De Lerdo",133.0,2.0,3.0,88950.0
1755,1755,1755,"Casa en Venta Toluca De Lerdo, México",50.0,1.0,1.0,22000.0
1756,1756,1756,"Casa en Venta Toluca De Lerdo, México",710.0,5.0,4.0,1192500.0
1757,1757,1757,"Casa en Venta Cacalomacan, Toluca De Lerdo",,,,56000.0
1758,1758,1758,"Casa en Venta Quintqna Roo Esquina Cedro #s/n
, Toluca De Lerdo, México",530.0,3.0,3.0,625000.0
1759,1759,1759,"Casa en Venta Eduardo Gonzalez Y Pichardo #0
, Toluca De Lerdo, México",410.0,2.0,3.0,168459.4
1760,1760,1760,"Casa en Venta Toluca De Lerdo, México",199.0,2.0,3.0,71106.6
1761,1761,1761,"Casa en Venta Convento Santa Isabel #0
, Toluca De Lerdo, México",101.0,3.0,3.0,84937.5
1762,1762,1762,"Casa en Venta Blvd Miguel Aleman #mz 1 Lt B, 2
, Toluca De Lerdo, México",112.0,3.0,2.0,69200.0
1763,1763,1763,"Casa en Venta Leona Vicario #950
, Toluca De Lerdo, México",148.0,2.0,3.0,88600.0
1764,1764,1764,"Casa en Venta Lago Tanganica #00
, Toluca De Lerdo, México",100.0,2.0,2.0,78041.6
1765,1765,1765,"Casa en Venta Toluca De Lerdo, México",200.0,2.0,3.0,62555.4
1766,1766,1766,"Casa en Venta Lorenzo Garza #198
, Toluca De Lerdo, México",120.0,2.0,2.0,31550.0
1767,1767,1767,"Casa en Venta Toluca De Lerdo, México",225.0,2.0,3.0,92790.0
1768,1768,1768,"Casa en Venta Retorno 8 #1
, Toluca De Lerdo, México",141.0,3.0,3.0,83750.0
1769,1769,1769,"Casa en Venta Toluca De Lerdo, México",216.0,3.0,4.0,147800.0
1770,1770,1770,"Casa en Venta Toluca De Lerdo, México",70.0,1.0,3.0,25000.0
1771,1771,1771,"Casa en Venta Toluca De Lerdo, México",529.0,2.0,3.0,163946.45
